D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209012000-13-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209012000-14-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209012000-28-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209012000-31-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209068000-10-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209068000-12-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209068000-13-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209068000-17-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209068000-19-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209191000-1-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209191000-26-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209191000-6-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209218000-18-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209218000-20-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209251000-11-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209251000-2-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209251000-4-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209251000-9-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209316000-30-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209316000-4-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209316000-6-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209316000-7-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209443000-24-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209443000-28-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209443000-30-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209550000-1-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209550000-3-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209550000-4-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209605000-10-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209605000-13-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209605000-16-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209605000-19-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209605000-21-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209605000-27-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209786000-15-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209786000-18-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209786000-3-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\209786000-8-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\210029000-30-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\210029000-4-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\210029000-8-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\210059000-1-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\210059000-20-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\210102000-11-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\210102000-2-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\210102000-3-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\210302000-17-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\210364000-11-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\210364000-16-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\210364000-23-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\210364000-24-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\210364000-26-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\210366000-23-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\210366000-30-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\210366000-6-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\210366000-8-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\210479000-23-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\210479000-9-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\210581000-16-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\210581000-18-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\210581000-19-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\210581000-21-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\210875000-13-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\210875000-27-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\210875000-28-0-1-2.jpg,0
D:\Ship Trajectory\Moving behavior\sailing\manoeuvring\210875000-8-0-1-2.jpg,0
